"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Apr 04 20:36:51 GMT 2022","Mon Apr 04 20:36:51 GMT 2022","14","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f8","f8",""
"passed","Mon Apr 04 20:33:50 GMT 2022","Mon Apr 04 20:33:50 GMT 2022","22","Suite","Test","testPackage01.Test_JSONFileManager","testPackage01.Test_JSONFileManager","readStringFromJson","readStringFromJson",""
"passed","Mon Apr 04 19:39:41 GMT 2022","Mon Apr 04 19:39:41 GMT 2022","21","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToPass","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToPass",""
"passed","Mon Apr 04 19:39:35 GMT 2022","Mon Apr 04 19:39:41 GMT 2022","5758","Suite","Test","unitTests.tests_restActions","unitTests.tests_restActions","getPostsAndAssertBodyForSpecificTitle","getPostsAndAssertBodyForSpecificTitle",""
"skipped","Mon Apr 04 20:43:12 GMT 2022","Mon Apr 04 20:43:12 GMT 2022","58","Suite","Test","testPackage01.Test_google","testPackage01.Test_google","clickNextThrice","TC003 - Clicks the next button to make sure that the framework can scroll element into view before clicking it",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:51 GMT 2022","23","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f32","f32",""
"skipped","Mon Apr 04 19:48:44 GMT 2022","Mon Apr 04 19:48:44 GMT 2022","15","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","navigateToURL","navigateToURL",""
"passed","Mon Apr 04 19:39:41 GMT 2022","Mon Apr 04 19:39:41 GMT 2022","268","Suite","Test","unitTests.tests_restActions","unitTests.tests_restActions","validateUserEmail","validateUserEmail",""
"failed","Mon Apr 04 20:27:49 GMT 2022","Mon Apr 04 20:27:49 GMT 2022","0","Suite","Test","testPackage01.Test_verifyEquals","testPackage01.Test_verifyEquals","beforeClass","beforeClass",""
"skipped","Mon Apr 04 20:33:49 GMT 2022","Mon Apr 04 20:33:49 GMT 2022","21","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","attribute","attribute",""
"skipped","Mon Apr 04 20:06:47 GMT 2022","Mon Apr 04 20:06:47 GMT 2022","29","Suite","Test","testPackage01.TestJSAlertBox","testPackage01.TestJSAlertBox","assertOnConfirmAlertResultText","assertOnConfirmAlertResultText",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:50 GMT 2022","13","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f14","f14",""
"skipped","Mon Apr 04 20:33:49 GMT 2022","Mon Apr 04 20:33:49 GMT 2022","9","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","exists","exists",""
"skipped","Mon Apr 04 19:42:43 GMT 2022","Mon Apr 04 19:42:43 GMT 2022","13","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_true_expectedToPass","assertElementExists_true_expectedToPass",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:50 GMT 2022","36","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f16","f16",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:50 GMT 2022","13","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f3","f3",""
"skipped","Mon Apr 04 20:36:51 GMT 2022","Mon Apr 04 20:36:51 GMT 2022","21","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f36","f36",""
"passed","Mon Apr 04 20:06:47 GMT 2022","Mon Apr 04 20:06:47 GMT 2022","446","Suite","Test","testPackage01.Test_sendGraphqlRequest","testPackage01.Test_sendGraphqlRequest","sendGraphqlRequestUsingMutationAndVariables","sendGraphqlRequestUsingMutationAndVariables",""
"failed","Mon Apr 04 20:15:48 GMT 2022","Mon Apr 04 20:18:48 GMT 2022","180041","Suite","Test","testPackage01.Test_SelectedValue","testPackage01.Test_SelectedValue","multipleSelect","multipleSelect",""
"skipped","Mon Apr 04 20:39:51 GMT 2022","Mon Apr 04 20:39:51 GMT 2022","8","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","assertOnConfirmPromptAlertWithTextMessageResultText","assertOnConfirmPromptAlertWithTextMessageResultText",""
"skipped","Mon Apr 04 20:36:51 GMT 2022","Mon Apr 04 20:36:51 GMT 2022","72","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f5","f5",""
"skipped","Mon Apr 04 19:42:43 GMT 2022","Mon Apr 04 19:42:43 GMT 2022","10","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertFileExists_true_expectedToPass","assertFileExists_true_expectedToPass",""
"passed","Mon Apr 04 20:39:51 GMT 2022","Mon Apr 04 20:39:51 GMT 2022","50","Suite","Test","testPackage01.Test_PDF","testPackage01.Test_PDF","testPDF1","testPDF1",""
"passed","Mon Apr 04 20:33:49 GMT 2022","Mon Apr 04 20:33:50 GMT 2022","283","Suite","Test","testPackage01.Test_AssertApiResponseEquals","testPackage01.Test_AssertApiResponseEquals","assertApiResponseEquals_expectedToPass","assertApiResponseEquals_expectedToPass",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:50 GMT 2022","15","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f24","f24",""
"skipped","Mon Apr 04 19:42:43 GMT 2022","Mon Apr 04 19:42:43 GMT 2022","22","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_false_expectedToPass","assertElementExists_false_expectedToPass",""
"skipped","Mon Apr 04 19:42:43 GMT 2022","Mon Apr 04 19:42:43 GMT 2022","18","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_regexComparison_expectedToFail","assertElementAttribute_true_regexComparison_expectedToFail",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:50 GMT 2022","21","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f12","f12",""
"skipped","Mon Apr 04 20:06:47 GMT 2022","Mon Apr 04 20:06:47 GMT 2022","8","Suite","Test","testPackage01.TestJSAlertBox","testPackage01.TestJSAlertBox","acceptAlert","acceptAlert",""
"skipped","Mon Apr 04 19:48:44 GMT 2022","Mon Apr 04 19:48:44 GMT 2022","13","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getWindowSize","getWindowSize",""
"passed","Mon Apr 04 20:03:47 GMT 2022","Mon Apr 04 20:03:47 GMT 2022","16","Suite","Test","testPackage01.Test_SkipDueToIssue","testPackage01.Test_SkipDueToIssue","doNotSkip","doNotSkip",""
"skipped","Mon Apr 04 19:42:43 GMT 2022","Mon Apr 04 19:42:44 GMT 2022","23","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertNull_false_expectedToPass","assertNull_false_expectedToPass",""
"skipped","Mon Apr 04 19:42:43 GMT 2022","Mon Apr 04 19:42:43 GMT 2022","36","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_false_expectedToFail","assertEquals_false_expectedToFail",""
"skipped","Mon Apr 04 20:39:51 GMT 2022","Mon Apr 04 20:39:51 GMT 2022","9","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","acceptPromptAlertWithoutTypingTextMessage","acceptPromptAlertWithoutTypingTextMessage",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:50 GMT 2022","24","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f23","f23",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:50 GMT 2022","19","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f13","f13",""
"skipped","Mon Apr 04 19:48:45 GMT 2022","Mon Apr 04 19:48:45 GMT 2022","25","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","navigateToURLWithRedirection","navigateToURLWithRedirection",""
"passed","Mon Apr 04 19:57:45 GMT 2022","Mon Apr 04 19:57:46 GMT 2022","325","Suite","Test","testPackage01.Test_SHAFT_Wizard","testPackage01.Test_SHAFT_Wizard","api","api",""
"skipped","Mon Apr 04 19:42:42 GMT 2022","Mon Apr 04 19:42:42 GMT 2022","36","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_containsComparison_expectedToFail","assertElementAttribute_true_containsComparison_expectedToFail",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:50 GMT 2022","8","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f26","f26",""
"skipped","Mon Apr 04 19:45:44 GMT 2022","Mon Apr 04 19:45:44 GMT 2022","38","Suite","Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","waitForElementToBePresent_true_expectedToFail","waitForElementToBePresent_true_expectedToFail",""
"skipped","Mon Apr 04 19:42:43 GMT 2022","Mon Apr 04 19:42:43 GMT 2022","16","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_true_expectedToFail","assertElementExists_true_expectedToFail",""
"skipped","Mon Apr 04 19:42:43 GMT 2022","Mon Apr 04 19:42:43 GMT 2022","16","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_literalComparison_expectedToPass","assertElementAttribute_true_literalComparison_expectedToPass",""
"skipped","Mon Apr 04 20:39:51 GMT 2022","Mon Apr 04 20:39:51 GMT 2022","7","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","getAlertText","getAlertText",""
"passed","Mon Apr 04 19:57:46 GMT 2022","Mon Apr 04 19:57:46 GMT 2022","26","Suite","Test","testPackage01.Test_SHAFT_Wizard","testPackage01.Test_SHAFT_Wizard","cli","cli",""
"skipped","Mon Apr 04 20:36:50 GMT 2022","Mon Apr 04 20:36:50 GMT 2022","20","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f31","f31",""
"failed","Mon Apr 04 20:12:48 GMT 2022","Mon Apr 04 20:12:48 GMT 2022","0","Suite","Test","testPackage01.Test_RelativeLocators","testPackage01.Test_RelativeLocators","beforeMethod","beforeMethod",""
"passed","Mon Apr 04 19:39:41 GMT 2022","Mon Apr 04 19:39:41 GMT 2022","23","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_false_greaterThan_expectedToPass","assertComparativeRelation_greaterThanOrEquals_false_greaterThan_expectedToPass",""
"passed","Mon Apr 04 20:40:09 GMT 2022","Mon Apr 04 20:40:12 GMT 2022","2737","Suite","Test","testPackage01.Test_google_playwright","testPackage01.Test_google_playwright","searchForQueryandAssertResultsNumDisplayed","TC002 - Search for Query and Assert that the number of results is displayed",""
"passed","Mon Apr 04 20:06:47 GMT 2022","Mon Apr 04 20:06:47 GMT 2022","147","Suite","Test","testPackage01.Test_sendGraphqlRequest","testPackage01.Test_sendGraphqlRequest","sendGraphqlRequestUsingQuery","sendGraphqlRequestUsingQuery",""
"skipped","Mon Apr 04 19:42:42 GMT 2022","Mon Apr 04 19:42:42 GMT 2022","41","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_regexComparison_expectedToFail","assertElementAttribute_false_regexComparison_expectedToFail",""
"skipped","Mon Apr 04 20:09:47 GMT 2022","Mon Apr 04 20:09:47 GMT 2022","9","Suite","Test","testPackage01.Test_dynamicLoading","testPackage01.Test_dynamicLoading","dynamicLoading_elementIsRendered","dynamicLoading_elementIsRendered",""
"skipped","Mon Apr 04 20:39:51 GMT 2022","Mon Apr 04 20:39:51 GMT 2022","24","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","assertOnCancelAlertResultText","assertOnCancelAlertResultText",""
"skipped","Mon Apr 04 20:09:47 GMT 2022","Mon Apr 04 20:09:47 GMT 2022","9","Suite","Test","testPackage01.Test_dynamicLoading","testPackage01.Test_dynamicLoading","dynamicLoading_elementIsHidden","dynamicLoading_elementIsHidden",""
"skipped","Mon Apr 04 20:36:51 GMT 2022","Mon Apr 04 20:36:51 GMT 2022","10","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f34","f34",""
"failed","Mon Apr 04 19:54:45 GMT 2022","Mon Apr 04 19:54:45 GMT 2022","0","Suite","Test","testPackage01.Test_IsElementClickable","testPackage01.Test_IsElementClickable","beforeMethod","beforeMethod",""
"skipped","Mon Apr 04 19:45:44 GMT 2022","Mon Apr 04 19:45:44 GMT 2022","15","Suite","Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","waitForElementToBePresent_moreThanOneElement_expectedToFail","waitForElementToBePresent_moreThanOneElement_expectedToFail",""
"skipped","Mon Apr 04 20:36:51 GMT 2022","Mon Apr 04 20:36:51 GMT 2022","22","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f4","f4",""
"passed","Mon Apr 04 20:27:49 GMT 2022","Mon Apr 04 20:27:49 GMT 2022","45","Suite","Test","testPackage01.Test_JsonCompareWithSpecialCharacters","testPackage01.Test_JsonCompareWithSpecialCharacters","specialCharacters","specialCharacters",""
